WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
Bm731	Bm_v4_Chr2_contig_001	8102824	8104534	-1	WBGene00220992
Bm735	Bm_v4_Chr4_scaffold_001	8559456	8564894	-1	WBGene00220996
Bm741	Bm_v4_Chr2_contig_001	10816573	10819987	1	WBGene00221002
Bm748	Bm_v4_Chr3_scaffold_001	10875996	10879394	1	WBGene00221009
Bm749	Bm_v4_Chr3_scaffold_001	10883396	10887365	1	WBGene00221010
Bm755	Bm_v4_Chr1_scaffold_001	437609	444782	1	WBGene00221016
Bm758	Bm_v4_Chr4_scaffold_001	12719057	12720315	-1	WBGene00221019
Bm793	Bm_v4_Chr4_scaffold_001	9702798	9710189	-1	WBGene00221054
Bm795	Bm_v4_Chr1_scaffold_001	637376	640565	-1	WBGene00221056
Bm796	Bm_v4_Chr1_scaffold_001	2028278	2032482	1	WBGene00221057
Bm798	Bm_v4_Chr1_scaffold_001	842833	846755	-1	WBGene00221059
Bm812	Bm_v4_Chr4_scaffold_001	1521034	1522572	1	WBGene00221073
Bm815	Bm_v4_ChrX_scaffold_001	18892698	18893916	1	WBGene00221076
Bm816	Bm_v4_Chr4_scaffold_001	9536144	9537907	-1	WBGene00221077
Bm817	Bm_v4_Chr2_contig_001	733048	745925	1	WBGene00221078
Bm818	Bm_v4_Chr2_contig_001	11517854	11527204	-1	WBGene00221079
Bm819	Bm_v4_Chr4_scaffold_001	9711780	9714961	-1	WBGene00221080
Bm822	Bm_v4_Chr3_scaffold_001	2969004	2971831	1	WBGene00221083
Bm824	Bm_v4_Chr4_scaffold_001	845974	846114	-1	WBGene00221085
Bm825	Bm_v4_ChrX_scaffold_001	24189789	24189866	-1	WBGene00221086
Bm828	Bm_v4_Chr2_contig_001	13738700	13757351	-1	WBGene00221089
Bm829	Bm_v4_Chr1_scaffold_001	3953273	3954193	-1	WBGene00221090
Bm832	Bm_v4_Chr2_contig_001	12825942	12828209	-1	WBGene00221093
Bm833	Bm_v4_Chr4_scaffold_001	11526849	11532616	1	WBGene00221094
Bm834	Bm_v4_Chr3_scaffold_001	10267210	10272352	-1	WBGene00221095
Bm836	Bm_v4_Chr1_scaffold_001	2853402	2854045	-1	WBGene00221097
Bm841	Bm_v4_Chr3_scaffold_001	12586849	12586944	1	WBGene00221102
Bm842	Bm_v4_Chr4_scaffold_001	10050482	10053398	-1	WBGene00221103
Bm851	Bm_v4_Chr3_scaffold_001	11100230	11101040	-1	WBGene00221112
Bm852	Bm_v4_Chr4_scaffold_001	12513085	12513739	1	WBGene00221113
Bm856	Bm_v4_ChrX_scaffold_001	13634636	13639457	-1	WBGene00221117
Bm858	Bm_v4_Chr2_contig_001	6852930	6853407	-1	WBGene00221119
Bm859	Bm_v4_Chr1_scaffold_001	9284901	9288539	1	WBGene00221120
Bm860	Bm_v4_Chr4_scaffold_001	5852590	5853705	1	WBGene00221121
Bm861	Bm_v4_Chr4_scaffold_001	9230105	9230194	-1	WBGene00221122
Bm864	Bm_v4_Chr3_scaffold_001	12941151	12942559	-1	WBGene00221125
Bm873	Bm_007	207490	207937	1	WBGene00221134
Bm874	Bm_v4_Chr2_contig_001	10089050	10091494	-1	WBGene00221135
Bm876	Bm_v4_Chr4_scaffold_001	8528916	8530069	-1	WBGene00221137
Bm877	Bm_v4_Chr4_scaffold_001	8628949	8632638	1	WBGene00221138
Bm879	Bm_v4_Chr1_scaffold_001	10354070	10357143	1	WBGene00221140
Bm883	Bm_v4_Chr1_scaffold_001	3821331	3823717	1	WBGene00221144
Bm885	Bm_v4_Chr1_scaffold_001	11617783	11620986	-1	WBGene00221146
Bm892	Bm_v4_Chr2_contig_001	687254	688348	-1	WBGene00221153
Bm893	Bm_v4_Chr1_scaffold_001	2580664	2582845	-1	WBGene00221154
Bm894	Bm_v4_Chr1_scaffold_001	3131798	3131890	-1	WBGene00221155
Bm901	Bm_v4_Chr1_scaffold_001	14430599	14432502	-1	WBGene00221162
Bm908	Bm_v4_Chr3_scaffold_001	12286671	12292988	1	WBGene00221169
Bm909	Bm_021	53133	53463	1	WBGene00221170
Bm938	Bm_021	22610	23220	1	WBGene00221199
Bm939	Bm_007	851685	854151	-1	WBGene00221200
Bm944	Bm_v4_ChrX_scaffold_001	23628992	23630782	1	WBGene00221205
Bm947	Bm_v4_Chr4_scaffold_001	2898264	2898376	1	WBGene00221208
Bm950	Bm_029	20127	21232	-1	WBGene00221211
Bm951	Bm_v4_ChrX_scaffold_001	24648459	24654012	1	WBGene00221212
Bm956	Bm_v4_ChrX_scaffold_001	9534005	9537633	-1	WBGene00221217
Bm965	Bm_v4_Chr1_scaffold_001	7176133	7179374	1	WBGene00221226
Bm970	Bm_v4_Chr1_scaffold_001	7103647	7105262	1	WBGene00221231
Bm974	Bm_007	300356	300737	-1	WBGene00221235
Bm975	Bm_v4_ChrX_scaffold_001	16204087	16211392	-1	WBGene00221236
Bm978	Bm_033	36829	37358	-1	WBGene00221239
Bm980	Bm_v4_ChrX_scaffold_001	154098	158613	-1	WBGene00221241
Bm981	Bm_007	767960	768094	-1	WBGene00221242
Bm994	Bm_007	479867	484217	-1	WBGene00221255
Bm997	Bm_v4_Chr4_scaffold_001	357701	357904	1	WBGene00221258
Bm1004	Bm_v4_Chr3_scaffold_001	5735044	5735449	1	WBGene00221265
Bm1005	Bm_v4_Chr3_scaffold_001	5753961	5754721	1	WBGene00221266
Bm1006	Bm_v4_Chr3_scaffold_001	5754763	5755908	1	WBGene00221267
Bm1007	Bm_v4_Chr3_scaffold_001	5756355	5761284	1	WBGene00221268
Bm1008	Bm_v4_Chr3_scaffold_001	5798928	5800061	-1	WBGene00221269
Bm1011	Bm_v4_Chr3_scaffold_001	6060303	6063358	-1	WBGene00221272
Bm1013	Bm_v4_Chr3_scaffold_001	6384770	6385768	1	WBGene00221274
Bm1015	Bm_v4_Chr3_scaffold_001	6745170	6745987	-1	WBGene00221276
Bm1016	Bm_v4_Chr3_scaffold_001	6747917	6748800	1	WBGene00221277
Bm1017	Bm_v4_Chr3_scaffold_001	6874510	6876886	1	WBGene00221278
Bm1021	Bm_v4_Chr3_scaffold_001	7158656	7159960	1	WBGene00221282
Bm1023	Bm_v4_Chr3_scaffold_001	7260637	7262191	-1	WBGene00221284
Bm1024	Bm_v4_Chr3_scaffold_001	7347070	7349673	1	WBGene00221285
Bm1025	Bm_v4_Chr3_scaffold_001	7399514	7403001	1	WBGene00221286
Bm1026	Bm_v4_Chr3_scaffold_001	7672206	7673243	-1	WBGene00221287
Bm1027	Bm_v4_Chr3_scaffold_001	7674417	7678715	-1	WBGene00221288
Bm1028	Bm_v4_Chr3_scaffold_001	7687814	7688191	1	WBGene00221289
Bm1029	Bm_v4_Chr3_scaffold_001	7826040	7827358	-1	WBGene00221290
Bm1030	Bm_v4_Chr3_scaffold_001	7913924	7914812	1	WBGene00221291
Bm1032	Bm_v4_Chr3_scaffold_001	8094463	8094982	1	WBGene00221293
Bm1034	Bm_v4_Chr3_scaffold_001	8174229	8174655	-1	WBGene00221295
Bm1035	Bm_v4_Chr3_scaffold_001	8213467	8213840	-1	WBGene00221296
Bm1036	Bm_v4_Chr3_scaffold_001	8218422	8220154	-1	WBGene00221297
Bm1042	Bm_v4_Chr3_scaffold_001	8695097	8696638	-1	WBGene00221303
Bm1043	Bm_v4_Chr3_scaffold_001	8758886	8759136	-1	WBGene00221304
Bm1044	Bm_v4_Chr3_scaffold_001	8921479	8923518	1	WBGene00221305
Bm1045	Bm_v4_Chr3_scaffold_001	8924441	8926987	-1	WBGene00221306
Bm1046	Bm_v4_Chr3_scaffold_001	8991031	8991666	1	WBGene00221307
Bm1049	Bm_v4_Chr3_scaffold_001	9315738	9316720	1	WBGene00221310
Bm1050	Bm_v4_Chr3_scaffold_001	9321189	9325302	-1	WBGene00221311
Bm1051	Bm_v4_Chr3_scaffold_001	9499506	9541334	-1	WBGene00221312
Bm1056	Bm_v4_Chr3_scaffold_001	10000791	10001382	1	WBGene00221317
Bm1058	Bm_v4_Chr1_scaffold_001	12441595	12442073	-1	WBGene00221319
Bm1061	Bm_v4_Chr1_scaffold_001	12806995	12807551	1	WBGene00221322
Bm1062	Bm_v4_Chr4_scaffold_001	12483665	12484950	-1	WBGene00221323
Bm1063	Bm_v4_Chr4_scaffold_001	12336127	12337997	-1	WBGene00221324
Bm1064	Bm_v4_ChrX_scaffold_001	8478246	8478743	-1	WBGene00221325
Bm1067	Bm_v4_ChrX_scaffold_001	8017628	8018553	-1	WBGene00221328
Bm1068	Bm_v4_Chr2_contig_001	4560468	4562943	1	WBGene00221329
Bm1071	Bm_v4_Chr2_contig_001	3360198	3366691	-1	WBGene00221332
Bm1072	Bm_v4_Chr4_scaffold_001	3742555	3748794	-1	WBGene00221333
Bm1073	Bm_v4_ChrX_scaffold_001	21835941	21836337	1	WBGene00221334
Bm1074	Bm_v4_Chr3_scaffold_001	10537556	10546864	1	WBGene00221335
Bm1075	Bm_v4_Chr4_scaffold_001	9551442	9553553	1	WBGene00221336
Bm1076	Bm_v4_Chr3_scaffold_001	5363317	5364161	1	WBGene00221337
Bm1077	Bm_007	456316	465014	1	WBGene00221338
Bm1078	Bm_v4_ChrX_scaffold_001	19774387	19775767	-1	WBGene00221339
Bm1081	Bm_v4_Chr3_scaffold_001	11227064	11235783	1	WBGene00221342
Bm1083	Bm_v4_ChrX_scaffold_001	20254314	20255047	1	WBGene00221344
Bm1086	Bm_v4_ChrX_scaffold_001	14829966	14831803	-1	WBGene00221347
Bm1087	Bm_v4_ChrX_scaffold_001	15948045	15950846	-1	WBGene00221348
Bm1088	Bm_v4_ChrX_scaffold_001	11255819	11258441	1	WBGene00221349
Bm1089	Bm_v4_Chr3_scaffold_001	11957740	11963531	1	WBGene00221350
Bm1092	Bm_v4_Chr1_scaffold_001	14120293	14121859	-1	WBGene00221353
Bm1093	Bm_v4_ChrX_scaffold_001	15794518	15805620	-1	WBGene00221354
Bm1094	Bm_v4_Chr4_scaffold_001	2659158	2660348	1	WBGene00221355
Bm1097	Bm_v4_ChrX_scaffold_001	14179054	14180828	-1	WBGene00221358
Bm1098	Bm_v4_ChrX_scaffold_001	14163610	14169380	1	WBGene00221359
Bm1099	Bm_007	507488	507812	1	WBGene00221360
Bm1100	Bm_v4_Chr4_scaffold_001	3775256	3779400	-1	WBGene00221361
Bm1101	Bm_v4_ChrX_scaffold_001	24627954	24628784	1	WBGene00221362
Bm1102	Bm_070	13693	14502	1	WBGene00221363
Bm1103	Bm_v4_Chr1_scaffold_001	2868444	2868593	1	WBGene00221364
Bm1105	Bm_v4_Chr2_contig_001	663724	668339	-1	WBGene00221366
Bm1106	Bm_v4_Chr4_scaffold_001	11876854	11881542	-1	WBGene00221367
Bm1107	Bm_v4_Chr4_scaffold_001	8755763	8756671	1	WBGene00221368
Bm1109	Bm_v4_Chr2_contig_001	13642206	13645090	1	WBGene00221370
Bm1110	Bm_v4_Chr1_scaffold_001	2290483	2302221	-1	WBGene00221371
Bm1112	Bm_016	29086	30258	1	WBGene00221373
Bm1113	Bm_v4_Chr4_scaffold_001	1042519	1047649	-1	WBGene00221374
Bm1114	Bm_v4_Chr2_contig_001	1512897	1517762	1	WBGene00221375
Bm1115	Bm_v4_ChrX_scaffold_001	20285419	20287296	-1	WBGene00221376
Bm1117	Bm_v4_Chr2_contig_001	2688190	2689740	1	WBGene00221378
Bm1120	Bm_v4_Chr4_scaffold_001	9434490	9438972	-1	WBGene00221381
Bm1122	Bm_015	19182	20633	1	WBGene00221383
Bm1124	Bm_v4_Chr3_scaffold_001	2348103	2354088	-1	WBGene00221385
Bm1125	Bm_v4_Chr3_scaffold_001	10812263	10812683	-1	WBGene00221386
Bm1127	Bm_v4_Chr3_scaffold_001	3960165	3962176	-1	WBGene00221388
Bm1128	Bm_v4_ChrX_scaffold_001	8659958	8660204	1	WBGene00221389
Bm1130	Bm_v4_ChrX_scaffold_001	10640283	10640791	-1	WBGene00221391
Bm1133	Bm_v4_ChrX_scaffold_001	11836773	11837420	1	WBGene00221394
Bm1134	Bm_v4_ChrX_scaffold_001	11939988	11940348	1	WBGene00221395
Bm1138	Bm_v4_ChrX_scaffold_001	12625699	12628257	1	WBGene00221399
Bm1139	Bm_v4_Chr1_scaffold_001	7049763	7050789	1	WBGene00221400
Bm1143	Bm_v4_Chr1_scaffold_001	14334169	14337256	1	WBGene00221404
Bm1144	Bm_v4_Chr1_scaffold_001	2744651	2752323	1	WBGene00221405
Bm1145	Bm_v4_Chr1_scaffold_001	2763913	2765170	-1	WBGene00221406
Bm1146	Bm_v4_Chr2_contig_001	4407502	4408480	1	WBGene00221407
Bm1147	Bm_v4_Chr4_scaffold_001	10044683	10048468	-1	WBGene00221408
Bm1148	Bm_v4_Chr1_scaffold_001	172157	173843	-1	WBGene00221409
Bm1149	Bm_v4_Chr2_contig_001	12612635	12613162	-1	WBGene00221410
Bm1150	Bm_v4_ChrX_scaffold_001	23381545	23384563	-1	WBGene00221411
Bm1151	Bm_v4_ChrX_scaffold_001	22616110	22618391	-1	WBGene00221412
Bm1153	Bm_v4_Chr1_scaffold_001	5156692	5158387	-1	WBGene00221414
Bm1154	Bm_v4_Chr1_scaffold_001	1763807	1764455	-1	WBGene00221415
Bm1155	Bm_v4_ChrX_scaffold_001	10576942	10577283	-1	WBGene00221416
Bm1160	Bm_v4_Chr1_scaffold_001	2881276	2883842	1	WBGene00221421
Bm1161	Bm_v4_Chr4_scaffold_001	1115342	1116494	1	WBGene00221422
Bm1163	Bm_019	49895	51375	1	WBGene00221424
Bm1164	Bm_019	55527	56938	-1	WBGene00221425
Bm1165	Bm_035	28908	29952	-1	WBGene00221426
Bm1166	Bm_v4_ChrX_scaffold_001	13721551	13724432	1	WBGene00221427
Bm1168	Bm_v4_Chr3_scaffold_001	4094010	4096276	-1	WBGene00221429
Bm1169	Bm_v4_Chr4_scaffold_001	1349536	1350044	1	WBGene00221430
Bm1170	Bm_v4_Chr4_scaffold_001	1845112	1845341	-1	WBGene00221431
Bm1172	Bm_v4_Chr2_contig_001	1651376	1651495	-1	WBGene00221433
Bm1174	Bm_v4_Chr1_scaffold_001	139282	139989	-1	WBGene00221435
Bm1176	Bm_v4_Chr2_contig_001	11211194	11212303	-1	WBGene00221437
Bm1177	Bm_v4_Chr2_contig_001	11207281	11208281	1	WBGene00221438
Bm1178	Bm_v4_ChrX_scaffold_001	15685274	15687170	1	WBGene00221439
Bm1180	Bm_v4_ChrX_scaffold_001	15683051	15684251	1	WBGene00221441
Bm1181	Bm_v4_Chr2_contig_001	11549553	11551239	-1	WBGene00221442
Bm1182	Bm_v4_Chr3_scaffold_001	2647318	2652072	1	WBGene00221443
Bm1184	Bm_v4_Chr2_contig_001	11164997	11165179	-1	WBGene00221445
Bm1185	Bm_v4_Chr2_contig_001	9111181	9111928	-1	WBGene00221446
Bm1187	Bm_v4_Chr2_contig_001	8979419	8980117	1	WBGene00221448
Bm1190	Bm_v4_Chr2_contig_001	13080938	13082475	1	WBGene00221451
Bm1192	Bm_v4_Chr2_contig_001	11684081	11686656	1	WBGene00221453
Bm1193	Bm_v4_Chr3_scaffold_001	4927113	4928028	-1	WBGene00221454
Bm1194	Bm_v4_Chr1_scaffold_001	3394139	3396317	-1	WBGene00221455
Bm1196	Bm_v4_ChrX_scaffold_001	19815791	19817576	1	WBGene00221457
Bm1199	Bm_v4_ChrX_scaffold_001	23665883	23668160	-1	WBGene00221460
Bm1201	Bm_v4_Chr3_scaffold_001	12770252	12772263	-1	WBGene00221462
Bm1202	Bm_v4_Chr3_scaffold_001	12767351	12768377	1	WBGene00221463
Bm1203	Bm_v4_Chr3_scaffold_001	5516152	5516331	1	WBGene00221464
Bm1204	Bm_v4_Chr4_scaffold_001	11976425	11979021	-1	WBGene00221465
Bm1205	Bm_v4_Chr2_contig_001	4802315	4803149	-1	WBGene00221466
Bm1207	Bm_v4_Chr2_contig_001	1983060	1985790	-1	WBGene00221468
Bm1208	Bm_v4_Chr2_contig_001	1970109	1971650	1	WBGene00221469
Bm1209	Bm_106	7064	9214	-1	WBGene00221470
Bm1214	Bm_v4_ChrX_scaffold_001	9944779	9945519	1	WBGene00221475
Bm1215	Bm_v4_ChrX_scaffold_001	9170859	9172156	1	WBGene00221476
Bm1219	Bm_v4_ChrX_scaffold_001	1218805	1220940	-1	WBGene00221480
Bm1222	Bm_v4_Chr1_scaffold_001	10453666	10454497	1	WBGene00221483
Bm1224	Bm_v4_ChrX_scaffold_001	21533866	21534886	1	WBGene00221485
Bm1228	Bm_v4_Chr2_contig_001	7228516	7232756	1	WBGene00221489
Bm1229	Bm_v4_Chr4_scaffold_001	10541754	10542940	1	WBGene00221490
Bm1231	Bm_v4_Chr1_scaffold_001	12208243	12208984	1	WBGene00221492
Bm1234	Bm_v4_Chr4_scaffold_001	287853	290475	-1	WBGene00221495
Bm1235	Bm_v4_Chr4_scaffold_001	269197	271007	1	WBGene00221496
Bm1237	Bm_v4_Chr2_contig_001	13990800	13991326	-1	WBGene00221498
Bm1239	Bm_v4_Chr2_contig_001	3883390	3884499	-1	WBGene00221500
Bm1240	Bm_v4_Chr2_contig_001	3818632	3819261	1	WBGene00221501
Bm1242	Bm_v4_Chr3_scaffold_001	5310907	5313419	1	WBGene00221503
Bm1243	Bm_v4_Chr3_scaffold_001	13249404	13249744	1	WBGene00221504
Bm1246	Bm_v4_ChrX_scaffold_001	16555129	16556074	-1	WBGene00221507
Bm1247	Bm_v4_ChrX_scaffold_001	16556279	16556925	-1	WBGene00221508
Bm1248	Bm_v4_ChrX_scaffold_001	16677595	16678710	1	WBGene00221509
Bm1251	Bm_v4_ChrX_scaffold_001	17238567	17239089	-1	WBGene00221512
Bm1260	Bm_v4_Chr1_scaffold_001	4245184	4245790	1	WBGene00221521
Bm1262	Bm_v4_ChrX_scaffold_001	5743964	5745837	-1	WBGene00221523
Bm1264	Bm_v4_ChrX_scaffold_001	5933630	5934188	1	WBGene00221525
Bm1266	Bm_v4_ChrX_scaffold_001	6087595	6087780	-1	WBGene00221527
Bm1268	Bm_v4_ChrX_scaffold_001	6150330	6152539	1	WBGene00221529
Bm1270	Bm_v4_ChrX_scaffold_001	6352527	6357254	-1	WBGene00221531
Bm1272	Bm_v4_ChrX_scaffold_001	6563790	6564874	-1	WBGene00221533
Bm1279	Bm_v4_ChrX_scaffold_001	7198596	7199045	1	WBGene00221540
Bm1282	Bm_v4_ChrX_scaffold_001	7590741	7592425	1	WBGene00221543
Bm1284	Bm_v4_ChrX_scaffold_001	7818670	7818798	1	WBGene00221545
Bm1289	Bm_v4_Chr2_contig_001	897169	897699	-1	WBGene00221550
Bm1291	Bm_v4_Chr1_scaffold_001	2467457	2468111	1	WBGene00221552
Bm1293	Bm_v4_Chr1_scaffold_001	10699729	10701069	1	WBGene00221554
Bm1294	Bm_v4_Chr2_contig_001	4804390	4808815	1	WBGene00221555
Bm1295	Bm_v4_Chr2_contig_001	4826818	4828793	1	WBGene00221556
Bm1297	Bm_v4_Chr2_contig_001	4837198	4837735	1	WBGene00221558
Bm1298	Bm_v4_Chr2_contig_001	4943373	4946819	1	WBGene00221559
Bm1300	Bm_v4_Chr2_contig_001	11309949	11314136	-1	WBGene00221561
Bm1302	Bm_v4_ChrX_scaffold_001	12746778	12749386	-1	WBGene00221563
Bm1303	Bm_v4_ChrX_scaffold_001	12685260	12685630	-1	WBGene00221564
Bm1305	Bm_v4_Chr2_contig_001	10127572	10128157	1	WBGene00221566
Bm1307	Bm_v4_Chr2_contig_001	9824056	9825688	1	WBGene00221568
Bm1308	Bm_v4_Chr2_contig_001	9770326	9772134	1	WBGene00221569
Bm1310	Bm_v4_Chr2_contig_001	9579788	9580080	-1	WBGene00221571
Bm1311	Bm_v4_Chr2_contig_001	11876298	11880417	1	WBGene00221572
Bm1314	Bm_v4_Chr1_scaffold_001	1290164	1290974	-1	WBGene00221575
Bm1315	Bm_v4_Chr1_scaffold_001	6467717	6468157	-1	WBGene00221576
Bm1316	Bm_v4_Chr1_scaffold_001	6390078	6390311	1	WBGene00221577
Bm1320	Bm_030	13483	13578	-1	WBGene00221581
Bm1321	Bm_007	105532	106257	-1	WBGene00221582
Bm1324	Bm_v4_ChrX_scaffold_001	18833843	18835471	-1	WBGene00221585
Bm1325	Bm_v4_ChrX_scaffold_001	18792289	18793598	1	WBGene00221586
Bm1326	Bm_v4_ChrX_scaffold_001	18788724	18790567	-1	WBGene00221587
Bm1334	Bm_v4_Chr4_scaffold_001	6795788	6797874	-1	WBGene00221595
Bm1335	Bm_v4_Chr4_scaffold_001	6778305	6778947	1	WBGene00221596
Bm1336	Bm_v4_Chr4_scaffold_001	6775263	6776293	1	WBGene00221597
Bm1337	Bm_v4_Chr4_scaffold_001	6760356	6760983	1	WBGene00221598
Bm1339	Bm_v4_Chr4_scaffold_001	6294118	6295239	-1	WBGene00221600
Bm1340	Bm_v4_Chr4_scaffold_001	6285206	6285709	1	WBGene00221601
Bm1341	Bm_v4_Chr4_scaffold_001	6251187	6253126	1	WBGene00221602
Bm1342	Bm_v4_Chr4_scaffold_001	6169516	6173269	1	WBGene00221603
Bm1345	Bm_v4_Chr4_scaffold_001	5317396	5319071	1	WBGene00221606
Bm1346	Bm_v4_Chr4_scaffold_001	5285775	5287615	-1	WBGene00221607
Bm1348	Bm_v4_Chr4_scaffold_001	5220026	5223402	1	WBGene00221609
Bm1349	Bm_v4_Chr4_scaffold_001	5215796	5216337	1	WBGene00221610
Bm1354	Bm_v4_ChrX_scaffold_001	20597424	20603996	1	WBGene00221615
Bm1359	Bm_v4_Chr2_contig_001	8546361	8546976	1	WBGene00221620
Bm1362	Bm_v4_Chr2_contig_001	7830880	7838214	1	WBGene00221623
Bm1363	Bm_v4_Chr2_contig_001	7753374	7755747	1	WBGene00221624
Bm1365	Bm_v4_Chr1_scaffold_001	4817723	4818675	-1	WBGene00221626
Bm1366	Bm_v4_Chr4_scaffold_001	13020985	13021425	1	WBGene00221627
Bm1367	Bm_v4_ChrX_scaffold_001	1886636	1887786	1	WBGene00221628
Bm1368	Bm_v4_ChrX_scaffold_001	1933765	1934503	-1	WBGene00221629
Bm1370	Bm_v4_Chr4_scaffold_001	412220	413417	1	WBGene00221631
Bm1378	Bm_016	68895	70482	-1	WBGene00221639
Bm1379	Bm_v4_Chr3_scaffold_001	10510184	10511005	1	WBGene00221640
Bm1380	Bm_v4_Chr3_scaffold_001	10482583	10486594	-1	WBGene00221641
Bm1382	Bm_v4_Chr3_scaffold_001	1199781	1199999	1	WBGene00221643
Bm1383	Bm_v4_Chr3_scaffold_001	1011452	1012284	1	WBGene00221644
Bm1384	Bm_v4_Chr3_scaffold_001	12960035	12962611	-1	WBGene00221645
Bm1385	Bm_v4_Chr2_contig_001	572938	574798	1	WBGene00221646
Bm1386	Bm_v4_Chr2_contig_001	549630	551095	1	WBGene00221647
Bm1387	Bm_v4_Chr2_contig_001	409868	411142	-1	WBGene00221648
Bm1388	Bm_v4_Chr2_contig_001	303154	315060	-1	WBGene00221649
Bm1389	Bm_v4_Chr4_scaffold_001	12620893	12621381	1	WBGene00221650
Bm1391	Bm_v4_Chr1_scaffold_001	362797	364564	1	WBGene00221652
Bm1393	Bm_v4_Chr2_contig_001	3458274	3459891	1	WBGene00221654
Bm1395	Bm_v4_Chr1_scaffold_001	13199165	13204001	-1	WBGene00221656
Bm1396	Bm_v4_Chr2_contig_001	1140897	1141926	1	WBGene00221657
Bm1397	Bm_v4_Chr2_contig_001	1174888	1175911	1	WBGene00221658
Bm1398	Bm_v4_Chr2_contig_001	2137191	2138281	-1	WBGene00221659
Bm1404	Bm_v4_Chr2_contig_001	2784695	2785325	1	WBGene00221665
Bm1405	Bm_v4_Chr3_scaffold_001	4403187	4404185	-1	WBGene00221666
Bm1406	Bm_v4_Chr2_contig_001	5557962	5558844	-1	WBGene00221667
Bm1408	Bm_v4_Chr2_contig_001	5691559	5692399	-1	WBGene00221669
Bm1412	Bm_v4_Chr2_contig_001	5840031	5840982	1	WBGene00221673
Bm1413	Bm_v4_Chr2_contig_001	5852190	5853949	1	WBGene00221674
Bm1415	Bm_v4_Chr2_contig_001	5953473	5954424	1	WBGene00221676
Bm1416	Bm_v4_Chr2_contig_001	6047892	6049698	-1	WBGene00221677
Bm1417	Bm_v4_Chr2_contig_001	6091920	6093043	-1	WBGene00221678
Bm1423	Bm_v4_Chr2_contig_001	6899067	6899669	-1	WBGene00221684
Bm1425	Bm_v4_ChrX_scaffold_001	15424596	15426870	1	WBGene00221686
Bm1427	Bm_v4_ChrX_scaffold_001	11374530	11376136	-1	WBGene00221688
Bm1432	Bm_v4_Chr4_scaffold_001	8733716	8735119	1	WBGene00221693
Bm1436	Bm_v4_Chr4_scaffold_001	8323637	8323732	-1	WBGene00221697
Bm1437	Bm_v4_Chr4_scaffold_001	8281943	8284419	1	WBGene00221698
Bm1438	Bm_v4_Chr4_scaffold_001	8156606	8157867	1	WBGene00221699
Bm1439	Bm_v4_Chr4_scaffold_001	8060788	8061398	1	WBGene00221700
Bm1440	Bm_v4_Chr4_scaffold_001	7940674	7942909	-1	WBGene00221701
Bm1441	Bm_v4_Chr4_scaffold_001	7920838	7924434	1	WBGene00221702
Bm1444	Bm_v4_Chr4_scaffold_001	7555704	7556325	-1	WBGene00221705
Bm1445	Bm_v4_Chr4_scaffold_001	7521803	7522249	-1	WBGene00221706
Bm1446	Bm_v4_Chr4_scaffold_001	4153053	4158413	1	WBGene00221707
Bm1447	Bm_v4_Chr4_scaffold_001	4176549	4179089	1	WBGene00221708
Bm1452	Bm_v4_Chr4_scaffold_001	3415481	3417537	-1	WBGene00221713
Bm1454	Bm_v4_Chr1_scaffold_001	7188934	7194840	-1	WBGene00221715
Bm1457	Bm_v4_Chr1_scaffold_001	7180370	7181132	-1	WBGene00221718
Bm1459	Bm_v4_Chr1_scaffold_001	7117355	7118975	1	WBGene00221720
Bm1460	Bm_v4_Chr1_scaffold_001	7086985	7087110	1	WBGene00221721
Bm1461	Bm_v4_Chr1_scaffold_001	7011352	7013181	1	WBGene00221722
Bm1462	Bm_v4_Chr1_scaffold_001	6996224	6997713	1	WBGene00221723
Bm1464	Bm_v4_Chr1_scaffold_001	6782813	6782959	-1	WBGene00221725
Bm1465	Bm_v4_Chr1_scaffold_001	6598172	6605292	1	WBGene00221726
Bm1466	Bm_v4_Chr1_scaffold_001	3696873	3697666	1	WBGene00221727
Bm1467	Bm_v4_Chr1_scaffold_001	4886747	4887275	-1	WBGene00221728
Bm1468	Bm_154	4873	5836	1	WBGene00221729
Bm1469	Bm_033	23237	24439	1	WBGene00221730
Bm1470	Bm_090	2122	3120	1	WBGene00221731
Bm1471	Bm_007	125917	127574	1	WBGene00221732
Bm1472	Bm_007	329405	330031	-1	WBGene00221733
Bm1473	Bm_007	387281	387394	1	WBGene00221734
Bm1480	Bm_v4_Chr1_scaffold_001	8395902	8398384	1	WBGene00221741
Bm1485	Bm_v4_Chr1_scaffold_001	7980056	7981753	1	WBGene00221746
Bm1486	Bm_v4_Chr1_scaffold_001	7679379	7681368	-1	WBGene00221747
Bm1487	Bm_v4_Chr4_scaffold_001	3878046	3879769	-1	WBGene00221748
Bm1488	Bm_v4_Chr1_scaffold_001	5920039	5921467	-1	WBGene00221749
Bm1492	Bm_v4_Chr1_scaffold_001	5753226	5759389	1	WBGene00221753
Bm1495	Bm_v4_ChrX_scaffold_001	3155857	3155967	1	WBGene00221756
Bm1496	Bm_v4_ChrX_scaffold_001	3223918	3225114	1	WBGene00221757
Bm1502	Bm_v4_ChrX_scaffold_001	3465399	3466461	-1	WBGene00221763
Bm1506	Bm_v4_ChrX_scaffold_001	4604115	4605181	-1	WBGene00221767
